clustering coefficient,degree
0.025641026,13
0.025641026,13
0.025641026,13
0.025641026,13
0.025641026,13
0.025641026,13
0.012820513,13
0.012820513,13
0.012820513,13
0.012820513,13
0.012820513,13
0.012820513,13
0.012820513,13
0.012820513,13
0.012820513,13
0.012820513,13
0.012820513,13
0.012820513,13
0.012820513,13
0.727272727,12
0.681818182,12
0.636363636,12
0.590909091,12
0.560606061,12
0.53030303,12
0.515151515,12
0.46969697,12
0.454545455,12
0.439393939,12
0.439393939,12
0.424242424,12
0.378787879,12
0.378787879,12
0.378787879,12
0.378787879,12
0.378787879,12
0.363636364,12
0.363636364,12
0.348484848,12
0.348484848,12
0.348484848,12
0.348484848,12
0.333333333,12
0.333333333,12
0.333333333,12
0.333333333,12
0.318181818,12
0.318181818,12
0.318181818,12
0.303030303,12
0.303030303,12
0.287878788,12
0.287878788,12
0.287878788,12
0.287878788,12
0.287878788,12
0.272727273,12
0.272727273,12
0.272727273,12
0.257575758,12
0.257575758,12
0.257575758,12
0.257575758,12
0.257575758,12
0.257575758,12
0.257575758,12
0.242424242,12
0.242424242,12
0.242424242,12
0.242424242,12
0.242424242,12
0.227272727,12
0.227272727,12
0.227272727,12
0.227272727,12
0.227272727,12
0.227272727,12
0.227272727,12
0.227272727,12
0.227272727,12
0.227272727,12
0.212121212,12
0.212121212,12
0.212121212,12
0.212121212,12
0.212121212,12
0.212121212,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.196969697,12
0.181818182,12
0.181818182,12
0.181818182,12
0.181818182,12
0.181818182,12
0.181818182,12
0.181818182,12
0.181818182,12
0.181818182,12
0.181818182,12
0.181818182,12
0.181818182,12
0.166666667,12
0.166666667,12
0.166666667,12
0.166666667,12
0.166666667,12
0.166666667,12
0.166666667,12
0.166666667,12
0.166666667,12
0.166666667,12
0.166666667,12
0.166666667,12
0.151515152,12
0.151515152,12
0.151515152,12
0.151515152,12
0.151515152,12
0.151515152,12
0.151515152,12
0.151515152,12
0.151515152,12
0.151515152,12
0.151515152,12
0.151515152,12
0.136363636,12
0.136363636,12
0.136363636,12
0.136363636,12
0.136363636,12
0.136363636,12
0.136363636,12
0.136363636,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.121212121,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.106060606,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.090909091,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.075757576,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.060606061,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.045454545,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.03030303,12
0.015151515,12
0.015151515,12
0.015151515,12
0.015151515,12
0.015151515,12
0.015151515,12
0.015151515,12
0.015151515,12
0.015151515,12
0.015151515,12
0.781818182,11
0.581818182,11
0.563636364,11
0.545454545,11
0.545454545,11
0.545454545,11
0.490909091,11
0.490909091,11
0.490909091,11
0.472727273,11
0.472727273,11
0.454545455,11
0.454545455,11
0.418181818,11
0.4,11
0.4,11
0.381818182,11
0.381818182,11
0.363636364,11
0.363636364,11
0.363636364,11
0.363636364,11
0.363636364,11
0.345454545,11
0.345454545,11
0.345454545,11
0.345454545,11
0.327272727,11
0.327272727,11
0.327272727,11
0.327272727,11
0.327272727,11
0.327272727,11
0.327272727,11
0.309090909,11
0.309090909,11
0.309090909,11
0.309090909,11
0.309090909,11
0.309090909,11
0.309090909,11
0.290909091,11
0.290909091,11
0.290909091,11
0.290909091,11
0.290909091,11
0.290909091,11
0.290909091,11
0.290909091,11
0.290909091,11
0.272727273,11
0.272727273,11
0.272727273,11
0.272727273,11
0.272727273,11
0.272727273,11
0.272727273,11
0.272727273,11
0.254545455,11
0.254545455,11
0.254545455,11
0.254545455,11
0.236363636,11
0.236363636,11
0.236363636,11
0.236363636,11
0.236363636,11
0.236363636,11
0.236363636,11
0.236363636,11
0.218181818,11
0.218181818,11
0.218181818,11
0.218181818,11
0.218181818,11
0.218181818,11
0.218181818,11
0.218181818,11
0.218181818,11
0.218181818,11
0.218181818,11
0.218181818,11
0.218181818,11
0.2,11
0.2,11
0.2,11
0.2,11
0.2,11
0.2,11
0.2,11
0.2,11
0.2,11
0.181818182,11
0.181818182,11
0.181818182,11
0.181818182,11
0.181818182,11
0.181818182,11
0.181818182,11
0.181818182,11
0.181818182,11
0.181818182,11
0.181818182,11
0.163636364,11
0.163636364,11
0.163636364,11
0.163636364,11
0.163636364,11
0.163636364,11
0.163636364,11
0.163636364,11
0.163636364,11
0.163636364,11
0.163636364,11
0.163636364,11
0.163636364,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.145454545,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.127272727,11
0.109090909,11
0.109090909,11
0.109090909,11
0.109090909,11
0.109090909,11
0.109090909,11
0.109090909,11
0.109090909,11
0.109090909,11
0.109090909,11
0.109090909,11
0.109090909,11
0.109090909,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.090909091,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.072727273,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.054545455,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.036363636,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
0.018181818,11
1,10
0.977777778,10
0.711111111,10
0.711111111,10
0.577777778,10
0.533333333,10
0.511111111,10
0.511111111,10
0.466666667,10
0.466666667,10
0.444444444,10
0.422222222,10
0.4,10
0.4,10
0.4,10
0.4,10
0.377777778,10
0.377777778,10
0.377777778,10
0.355555556,10
0.355555556,10
0.355555556,10
0.333333333,10
0.333333333,10
0.311111111,10
0.311111111,10
0.311111111,10
0.311111111,10
0.288888889,10
0.288888889,10
0.288888889,10
0.288888889,10
0.288888889,10
0.288888889,10
0.266666667,10
0.266666667,10
0.266666667,10
0.266666667,10
0.266666667,10
0.266666667,10
0.266666667,10
0.266666667,10
0.266666667,10
0.266666667,10
0.244444444,10
0.244444444,10
0.244444444,10
0.244444444,10
0.244444444,10
0.222222222,10
0.222222222,10
0.222222222,10
0.222222222,10
0.222222222,10
0.222222222,10
0.222222222,10
0.222222222,10
0.222222222,10
0.222222222,10
0.222222222,10
0.222222222,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.2,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.177777778,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.155555556,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.133333333,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.111111111,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.088888889,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.066666667,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.044444444,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.022222222,10
0.944444444,9
0.666666667,9
0.583333333,9
0.583333333,9
0.555555556,9
0.527777778,9
0.5,9
0.5,9
0.472222222,9
0.472222222,9
0.472222222,9
0.472222222,9
0.472222222,9
0.472222222,9
0.444444444,9
0.444444444,9
0.416666667,9
0.416666667,9
0.388888889,9
0.388888889,9
0.388888889,9
0.388888889,9
0.388888889,9
0.388888889,9
0.388888889,9
0.361111111,9
0.361111111,9
0.333333333,9
0.333333333,9
0.333333333,9
0.333333333,9
0.333333333,9
0.333333333,9
0.333333333,9
0.333333333,9
0.305555556,9
0.305555556,9
0.305555556,9
0.305555556,9
0.305555556,9
0.305555556,9
0.305555556,9
0.305555556,9
0.305555556,9
0.305555556,9
0.305555556,9
0.305555556,9
0.305555556,9
0.305555556,9
0.277777778,9
0.277777778,9
0.277777778,9
0.277777778,9
0.277777778,9
0.277777778,9
0.277777778,9
0.277777778,9
0.277777778,9
0.277777778,9
0.277777778,9
0.277777778,9
0.277777778,9
0.277777778,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.25,9
0.222222222,9
0.222222222,9
0.222222222,9
0.222222222,9
0.222222222,9
0.222222222,9
0.222222222,9
0.222222222,9
0.222222222,9
0.222222222,9
0.222222222,9
0.222222222,9
0.222222222,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.194444444,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.166666667,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.138888889,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.111111111,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.083333333,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.055555556,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
0.027777778,9
1,8
0.892857143,8
0.892857143,8
0.785714286,8
0.75,8
0.75,8
0.75,8
0.75,8
0.678571429,8
0.571428571,8
0.535714286,8
0.535714286,8
0.535714286,8
0.535714286,8
0.5,8
0.5,8
0.5,8
0.5,8
0.5,8
0.464285714,8
0.464285714,8
0.464285714,8
0.464285714,8
0.428571429,8
0.428571429,8
0.428571429,8
0.428571429,8
0.428571429,8
0.392857143,8
0.392857143,8
0.392857143,8
0.392857143,8
0.392857143,8
0.392857143,8
0.357142857,8
0.357142857,8
0.357142857,8
0.357142857,8
0.357142857,8
0.357142857,8
0.357142857,8
0.357142857,8
0.357142857,8
0.357142857,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.321428571,8
0.285714286,8
0.285714286,8
0.285714286,8
0.285714286,8
0.285714286,8
0.285714286,8
0.285714286,8
0.285714286,8
0.285714286,8
0.285714286,8
0.285714286,8
0.285714286,8
0.285714286,8
0.285714286,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.25,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.214285714,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.178571429,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.142857143,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.107142857,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.071428571,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
0.035714286,8
